Invoice/Item Number,Date,Store Name,Address,City,Zip Code,County,Category Name,Vendor Name,Item Number,Item Description,Bottle Volume (ml),State Bottle Cost,Bottles Sold,Sale,Volume Sold (Liters)
INV-43551500060,2022-01-05,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,SCOTT,AMERICAN DISTILLED SPIRIT SPECIALTY,SUGARLANDS DISTILLING COMPANY LLC,78107,SUGARLANDS APPALACHIAN BANANA PUDDING SIPPIN CREAM,750.0,13.52,6,121.68,4.5
INV-43562400011,2022-01-05,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219,MARION,WHISKEY LIQUEUR,sazerac company  inc,64904,fireball cinnamon whiskey pet,1750.0,15.33,12,276.0,21.0
INV-43575900113,2022-01-06,HY-VEE FOOD STORE #3 / WATERLOO,1422 FLAMMANG DR,WATERLOO,50702,BLACK HAWK,COFFEE LIQUEURS,phillips beverage,67556,kamora coffee liqueur,750.0,6.47,3,29.13,2.25
INV-43616500095,2022-01-07,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,WAPELLO,MIXTO TEQUILA,PROXIMO,89191,JOSE CUERVO ESPECIAL REPOSADO MINI,50.0,11.5,12,207.0,0.6
INV-43575800009,2022-01-06,HY-VEE FOOD STORE #3 / WATERLOO,1422 FLAMMANG DR,WATERLOO,50702,BLACK HAWK,SPICED RUM,diageo americas,43338,captain morgan original spiced,1750.0,18.0,150,4050.0,262.5
INV-43593200060,2022-01-07,HY-VEE WINE AND SPIRITS / BOONE,1111  8TH ST,BOONE,50036,BOONE,WHITE RUM,bacardi usa inc,43124,bacardi superior,375.0,4.5,3,20.25,1.12
INV-43585000087,2022-01-06,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009,POLK,IMPORTED CORDIALS & LIQUEURS,brown forman corp.,64676,chambord liqueur royale de france,750.0,19.49,4,116.96,3.0
INV-43551500121,2022-01-05,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,SCOTT,TEMPORARY & SPECIALTY PACKAGES,OLE SMOKY DISTILLERY LLC,86715,OLE SMOKY SHINE NOG MOONSHINE,750.0,12.5,6,112.5,4.5
INV-43662500004,2022-01-10,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761,MUSCATINE,SINGLE MALT SCOTCH,pernod ricard usa,5037,glenlivet 12yr,1000.0,30.48,4,182.88,4.0
INV-43588500058,2022-01-06,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,WOODBURY,IMPORTED VODKAS,PERNOD RICARD USA,34004,ABSOLUT SWEDISH VODKA 80PRF,375.0,4.99,5,37.45,1.87
INV-43541300099,2022-01-05,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,JOHNSON,WHITE RUM,SAZERAC COMPANY  INC,44217,BARTON LIGHT RUM,1000.0,3.93,600,3540.0,600.0
INV-43582700013,2022-01-06,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401,CERRO GORD,IMPORTED CORDIALS & LIQUEUR,campari america,65127,grand marnier cordon rouge,1000.0,25.55,6,229.98,6.0
INV-43632900066,2022-01-10,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,AMERICAN SCHNAPPS,SAZERAC COMPANY  INC,83906,MAUI BLUE HAWAIIAN SCHNAPPS,750.0,3.67,12,66.12,9.0
INV-43555700105,2022-01-05,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,IMPORTED VODKAS,pernod ricard usa,34008,absolut swedish vodka 80prf,,19.99,6,179.94,10.5
INV-43592500089,2022-01-07,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,DUBUQUE,COCKTAILS /RTD,sazerac company  inc,57181,chi-chi's pineapple margarita,1750.0,6.5,6,58.5,10.5
INV-43597800014,2022-01-07,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302,LINN,COCKTAILS /RTD,sazerac company  inc,62420,margaritaville skinny margarita,1750.0,7.02,6,63.18,10.5
INV-43681200061,2022-01-11,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,MARSHALL,FLAVORED RUM,pernod ricard usa,42716,malibu coconut,750.0,8.49,12,152.88,9.0
INV-43676000002,2022-01-11,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023,POLK,AMERICAN VODKAS,diageo americas,78293,smirnoff peach lemonade,750.0,8.25,12,148.56,9.0
INV-43562400060,2022-01-05,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219,MARION,AMERICAN SCHNAPPS,phillips beverage,83363,ice hole butterscotch schnapps,750.0,5.15,12,92.76,9.0
INV-43588500194,2022-01-06,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,WOODBURY,AMERICAN CORDIALS & LIQUEUR,PRESTIGE WINE & SPIRITS GROUP / UNITED STATES DISTILLED PRODUCTS CO,75208,KINKY PINK MINI,50.0,4.84,3,21.78,0.15
INV-43630400020,2022-01-10,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,SCOTT,AMERICAN VODKAS,DIAGEO AMERICAS,38006,SMIRNOFF 80PRF PET,750.0,8.25,12,148.56,9.0
INV-43549900002,2022-01-05,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,SCOTT,IMPORTED DISTILLED SPIRIT SPECIALTY,SAZERAC COMPANY  INC,77487,TORTILLA GOLD DSS,1000.0,4.85,120,873.6,120.0
INV-43588500176,2022-01-06,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,WOODBURY,COFFEE LIQUEURS,PHILLIPS BEVERAGE,67557,KAMORA COFFEE LIQUEUR,1000.0,8.39,12,151.08,12.0
INV-43580100078,2022-01-06,HY-VEE FOOD STORE / URBANDALE,8701 DOUGLAS,URBANDALE,50322,POLK,IMPORTED DRY GINS,pernod ricard usa,28086,beefeater gin,750.0,11.49,12,206.88,9.0
INV-43592500026,2022-01-07,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,DUBUQUE,STRAIGHT BOURBON WHISKIES,jim beam brands,27780,jim beam apple mini,50.0,7.0,3,31.5,0.15
INV-43592600018,2022-01-07,HY-VEE #3 / DUBUQUE,400 LOCUST ST,DUBUQUE,52001,DUBUQUE,AMERICAN VODKAS,LUXCO INC,36308,HAWKEYE VODKA,1750.0,,6,64.56,10.5
INV-43544100099,2022-01-05,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,LINN,IMPORTED DRY GINS,diageo americas,28858,tanqueray sevilla orange,750.0,13.5,2,40.5,1.5
INV-43560300007,2022-01-05,HY-VEE WINE AND SPIRITS / SPIRIT LAKE,HWY 9 & 71,SPIRIT LAKE,51360,DICKINSON,CANADIAN WHISKIES,diageo americas,11366,crown royal special reserve,750.0,25.0,2,75.0,1.5
INV-43639100068,2022-01-10,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POLK,STRAIGHT BOURBON WHISKIES,HEAVEN HILL BRANDS,17958,EVAN WILLIAMS BLACK,,16.5,6,148.5,10.5
INV-43587200014,2022-01-06,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POLK,TEMPORARY & SPECIALTY PACKAGES,jim beam brands,100433,suntory toki w/highball glass,750.0,20.99,12,377.88,9.0
INV-43605400092,2022-01-07,HY-VEE #1044 / BURLINGTON,3140 AGENCY,BURLINGTON,52601,DES MOINES,AMERICAN VODKAS,SAZERAC COMPANY  INC,35317,BARTON VODKA,1000.0,3.97,12,71.52,12.0
INV-43662500114,2022-01-10,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761,MUSCATINE,MIXTO TEQUILA,proximo,89198,jose cuervo especial reposado,1750.0,21.5,6,193.5,10.5
INV-43671900105,2022-01-10,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,CLINTON,AMERICAN VODKAS,mississippi river distil,37642,river pilot vodka,750.0,8.25,6,74.28,4.5
INV-43562400111,2022-01-05,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219,MARION,STRAIGHT BOURBON WHISKIES,luxco inc,86536,daviess county ksbw cab finished,,,1,37.5,0.75
INV-43634500033,2022-01-10,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,LINN,TENNESSEE WHISKIES,brown forman corp.,26824,jack daniels old #7 black label square,375.0,7.75,6,69.78,2.25
INV-43691300019,2022-01-11,HY-VEE FOOD STORE #4 / SIOUX CITY,2827 HAMILTON BLVD,SIOUX CITY,51104,WOODBURY,IMPORTED CORDIALS & LIQUEUR,sazerac company  inc,64816,romana black sambuca,750.0,13.57,12,244.32,9.0
INV-43597800096,2022-01-07,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302,LINN,AMERICAN VODKAS,phillips beverage,37663,row vodka,750.0,6.3,12,113.4,9.0
INV-43562400071,2022-01-05,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219,MARION,AMERICAN VODKAS,jim beam brands,34578,pinnacle,1750.0,10.0,6,90.0,10.5
INV-43681200095,2022-01-11,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,MARSHALL,BLENDED WHISKIES,infinium spirits,87035,skrewball peanut butter whiskey mini,50.0,14.0,1,21.0,0.05
INV-43580100030,2022-01-06,HY-VEE FOOD STORE / URBANDALE,8701 DOUGLAS,URBANDALE,50322,POLK,TEMPORARY &  SPECIALTY PACKAGES,jim beam brands,19498,makers mark 101,750.0,20.0,12,360.0,9.0
INV-43629800069,2022-01-10,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,JOHNSON,TENNESSEE WHISKIES,brown forman corp.,86694,jack daniels tennessee fire,1750.0,,6,285.48,10.5
INV-43634500006,2022-01-10,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,LINN,STRAIGHT BOURBON WHISKIES,jim beam brands,19061,jim beam mini,50.0,7.0,12,126.0,0.6
INV-43676200134,2022-01-11,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023,POLK,100% AGAVE TEQUILA,luxco inc,89178,el mayor anejo,750.0,16.0,6,144.0,4.5
INV-43634400061,2022-01-10,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,WHISKEY LIQUEUR,sazerac company  inc,64868,fireball cinnamon whiskey,1750.0,15.33,6,138.0,10.5
INV-43554800091,2022-01-05,HY-VEE FOOD STORE / KEOKUK,3111 MAIN,KEOKUK,52632,LEE,AMERICAN CORDIALS & LIQUEUR,prestige wine & spirits group / united states distilled products co,75264,kinky fruit punch,,10.0,2,30.0,1.5
INV-43555700150,2022-01-05,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,MIXTO TEQUILA,jim beam brands,89787,sauza gold,1000.0,,12,213.0,12.0
INV-43541300055,2022-01-05,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,JOHNSON,CREAM LIQUEURS,PATERNO IMPORTS LTD / TERLATO WINES INTERNATIONAL,67866,AMARULA CREAM LIQUEUR,750.0,14.0,12,252.0,9.0
INV-43541900089,2022-01-05,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240,JOHNSON,AMERICAN VODKAS,fifth generation inc,38174,titos handmade vodka,375.0,,12,97.56,4.5
INV-43544100051,2022-01-05,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,LINN,CANADIAN WHISKIES,phillips beverage,14474,revel stoke shellshocked roasted pecan,750.0,9.02,12,162.36,9.0
INV-43576700237,2022-01-06,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,100% AGAVE TEQUILA,pernod ricard usa,88185,olmeca altos plata,,7.49,3,33.72,1.12
INV-43676200051,2022-01-11,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023,POLK,AMERICAN VODKAS,mccormick distilling co.,36904,mccormick 80prf vodka pet,375.0,1.8,24,64.8,9.0
INV-43554800101,2022-01-05,HY-VEE FOOD STORE / KEOKUK,3111 MAIN,KEOKUK,52632,LEE,CREAM LIQUEURS,e & j gallo winery,73052,rumchata,,,3,36.0,1.12
INV-43676200112,2022-01-11,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023,POLK,CREAM LIQUEURS,stoller imports inc / marsalle company,80445,somrus coffee cream liqueur,,12.5,6,112.5,4.5
INV-43575900148,2022-01-06,HY-VEE FOOD STORE #3 / WATERLOO,1422 FLAMMANG DR,WATERLOO,50702,BLACK HAWK,TEMPORARY &  SPECIALTY PACKAGES,cedar ridge vineyards ll,86990,cedar ridge sir maple,750.0,23.0,6,207.0,4.5
INV-43587200004,2022-01-06,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POLK,100% AGAVE TEQUILA,shaw-ross international,66665,santo puro mezquila,750.0,30.55,6,274.98,4.5
INV-43541500082,2022-01-05,HY-VEE #2 / CORALVILLE,3285 CROSSPARK RD,CORALVILLE,52241,JOHNSON,CREAM LIQUEURS,REVELTON DISTILLING COMPANY,86420,REVELTON WHISKEY AND CREAM LIQUEUR,750.0,,1,20.25,0.75
INV-43630400049,2022-01-10,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,SCOTT,100% AGAVE TEQUILA,SAZERAC COMPANY  INC,88036,MARGARITAVILLE SILVER TEQUILA,,7.51,12,135.24,9.0
INV-43560100008,2022-01-05,HY-VEE WINE AND SPIRITS / SPIRIT LAKE,HWY 9 & 71,SPIRIT LAKE,51360,DICKINSON,TRIPLE SEC,sazerac company  inc,86487,mr boston triple sec,1000.0,2.13,12,38.4,12.0
INV-43554800109,2022-01-05,HY-VEE FOOD STORE / KEOKUK,3111 MAIN,KEOKUK,52632,LEE,CANADIAN WHISKIES,diageo americas,11290,crown royal mini,50.0,7.35,1,11.03,0.05
INV-43616500043,2022-01-07,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,WAPELLO,WHITE RUM,DIAGEO AMERICAS,43328,CAPTAIN MORGAN WHITE,750.0,,12,148.68,9.0
INV-43549900004,2022-01-05,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,SCOTT,AMERICAN VODKAS,SAZERAC COMPANY  INC,35317,BARTON VODKA,1000.0,3.97,60,357.6,60.0
INV-43576700115,2022-01-06,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,FLAVORED RUM,bacardi usa inc,43136,bacardi limon,750.0,8.26,12,148.68,9.0
INV-43622800092,2022-01-07,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,2323 W BROADWAY,COUNCIL BLUFFS,51501,POTTAWATTA,TRIPLE SEC,SAZERAC COMPANY  INC,86390,MONTEZUMA TRIPLE SEC,1000.0,2.13,12,38.4,12.0
INV-43562400113,2022-01-05,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219,MARION,AMERICAN SCHNAPPS,sazerac company  inc,84307,mr boston peach,1000.0,5.0,2,15.0,2.0
INV-43605400074,2022-01-07,HY-VEE #1044 / BURLINGTON,3140 AGENCY,BURLINGTON,52601,DES MOINES,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,85796,MR BOSTON ROCK & RYE,750.0,,6,44.4,4.5
INV-43560300057,2022-01-05,HY-VEE WINE AND SPIRITS / SPIRIT LAKE,HWY 9 & 71,SPIRIT LAKE,51360,DICKINSON,AMERICAN CORDIALS & LIQUEUR,prestige wine & spirits group / united states distilled products co,75224,kinky red mini,50.0,4.84,1,7.26,0.05
INV-43671900122,2022-01-10,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,CLINTON,STRAIGHT BOURBON WHISKIES,diageo americas,17086,bulleit bourbon,750.0,16.5,12,297.0,9.0
INV-43629800056,2022-01-10,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,JOHNSON,AMERICAN SCHNAPPS,luxco inc,81208,paramount peppermint schnapps,1750.0,7.5,6,67.5,10.5
INV-43541300067,2022-01-05,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,JOHNSON,TENNESSEE WHISKIES,OLE SMOKY DISTILLERY LLC,86544,OLE SMOKY SALTY CARAMEL WHISKEY MINI,,17.5,4,105.0,0.2
INV-43634500012,2022-01-10,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,LINN,AMERICAN CORDIALS & LIQUEUR,prestige wine & spirits group / united states distilled products co,75218,kinky green mini,50.0,4.84,4,29.04,0.2
INV-43582000005,2022-01-06,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401,CERRO GORD,STRAIGHT BOURBON WHISKIES,jim beam brands,27783,jim beam apple,750.0,11.0,24,396.0,18.0
INV-43658200100,2022-01-10,HY-VEE FOOD STORE #1 / CEDAR RAPIDS,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,LINN,SPICED RUM,DIAGEO AMERICAS,43244,CAPTAIN MORGAN 100PRF SPICED RUM,750.0,,4,62.96,3.0
INV-43588500023,2022-01-06,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,WOODBURY,IRISH WHISKIES,PERNOD RICARD USA,15627,JAMESON,1000.0,19.98,24,719.28,24.0
INV-43616500047,2022-01-07,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,WAPELLO,SPICED RUM,DIAGEO AMERICAS,43338,CAPTAIN MORGAN ORIGINAL SPICED,1750.0,18.0,12,324.0,21.0
INV-43555700158,2022-01-05,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,IMPORTED CORDIALS & LIQUEURS,sazerac company  inc,77786,tuaca perfect chill,750.0,11.44,6,102.96,4.5
INV-43625700015,2022-01-07,HY-VEE FORT DODGE WINE AND SPIRITS,1511 2ND AVE NORTH,FORT DODGE,50501,WEBSTER,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,64865,FIREBALL CINNAMON WHISKEY PET,,,120,1616.4,90.0
INV-43634400057,2022-01-10,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,AMERICAN BRANDIES,jim beam brands,54706,dekuyper blackberry brandy,750.0,4.5,12,81.0,9.0
INV-43543900068,2022-01-05,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,COCKTAILS /RTD,proximo,58838,jose cuervo authentic lime margarita,1750.0,8.74,6,78.66,10.5
INV-43676200014,2022-01-11,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023,POLK,CANADIAN WHISKIES,phillips beverage,14516,revel stoke crackberry blackberry,750.0,9.02,12,162.36,9.0
INV-43576700147,2022-01-06,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,AMERICAN BRANDIES,heaven hill brands,56006,christian bros peach,750.0,6.0,12,108.0,9.0
INV-43551500017,2022-01-05,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,SCOTT,AMERICAN SCHNAPPS,JIM BEAM BRANDS,82881,DEKUYPER HOT DAMN! 100PRF,750.0,6.77,6,60.96,4.5
INV-43555700072,2022-01-05,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,SINGLE MALT SCOTCH,moet hennessy usa,4111,ardbeg uigeadail,750.0,,3,202.47,2.25
INV-43592500114,2022-01-07,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,DUBUQUE,AMERICAN SCHNAPPS,luxco inc,81406,thunder 101 peppermint schnapps,750.0,8.0,12,144.0,9.0
INV-43658200022,2022-01-10,HY-VEE FOOD STORE #1 / CEDAR RAPIDS,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,LINN,AMERICAN VODKAS,DIAGEO AMERICAS,38006,SMIRNOFF 80PRF PET,750.0,8.25,12,148.56,9.0
INV-43588500097,2022-01-06,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,WOODBURY,AMERICAN VODKAS,HEAVEN HILL BRANDS,39555,DEEP EDDY LEMON MINI,50.0,4.21,4,25.28,0.2
INV-43677900131,2022-01-11,HY-VEE WINE AND SPIRITS / BETTENDORF,2890 DEVILS GLEN ROAD,BETTENDORF,52722,SCOTT,AMERICAN FLAVORED VODKA,luxco inc,34702,pearl pomegranate,,7.0,2,21.0,1.5
INV-43654300023,2022-01-10,HY-VEE WINE AND SPIRITS / STORM LAKE,1250 N LAKE ST,STORM LAKE,50588a,BUENA VIST,STRAIGHT RYE WHISKIES,diageo americas,27037,george dickel rye,750.0,13.5,1,20.25,0.75
INV-43584100093,2022-01-06,HY-VEE #2 FOOD STORE / MASON CITY,551 S ILLINOIS AVE,MASON CITY,50401,CERRO GORD,WHISKEY LIQUEUR,sazerac company  inc,64904,fireball cinnamon whiskey pet,1750.0,15.33,6,138.0,10.5
INV-43585000058,2022-01-06,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009,POLK,IMPORTED SCHNAPPS,diageo americas,69946,rumple minze peppermint schnapps liqueur,750.0,13.0,12,234.0,9.0
INV-43589200097,2022-01-06,HY-VEE FOOD STORE / SIOUX CITY,4500 SERGEANT ROAD,SIOUX CITY,51106,WOODBURY,AMERICAN FLAVORED VODKA,e & j gallo winery,39492,new amsterdam pink whitney,750.0,,12,135.0,9.0
INV-43585000091,2022-01-06,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009,POLK,BLENDED WHISKIES,mhw ltd,87013,blackened whiskey,750.0,25.63,6,230.7,4.5
INV-43541300059,2022-01-05,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,JOHNSON,AMERICAN SCHNAPPS,LUXCO INC,81208,PARAMOUNT PEPPERMINT SCHNAPPS,1750.0,7.5,6,67.5,10.5
INV-43631300094,2022-01-10,HY-VEE FOOD STORE #3 / DES MOINES,3221 SE 14TH ST,DES MOINES,50315,POLK,COCKTAILS /RTD,proximo,59154,1800 ultimate margarita pet,1750.0,10.04,6,90.36,10.5
INV-43579700013,2022-01-06,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,19481,MAKERS MARK CASK STRENGTH,750.0,22.5,6,202.5,4.5
INV-43589200160,2022-01-06,HY-VEE FOOD STORE / SIOUX CITY,4500 SERGEANT ROAD,SIOUX CITY,51106,WOODBURY,IMPORTED SCHNAPPS,sazerac company  inc,69638,dr mcgillicuddys cherry,1750.0,14.66,12,263.88,21.0
INV-43646300103,2022-01-10,HY-VEE #4 / DAVENPORT,4064 E 53RD ST,DAVENPORT,52807,SCOTT,IMPORTED DRY GINS,DIAGEO AMERICAS,28858,TANQUERAY SEVILLA ORANGE,750.0,13.5,6,121.5,4.5
INV-43559200014,2022-01-05,HY-VEE FOOD STORE #1636 / SPENCER,819 N GRAND AVE,SPENCER,51301,CLAY,CANADIAN WHISKIES,sazerac company  inc,12407,canadian ltd whisky,1000.0,,12,99.0,12.0
INV-43576700002,2022-01-06,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,CANADIAN WHISKIES,diageo americas,10809,crown royal regal apple,1750.0,32.99,3,148.47,5.25
INV-43638300117,2022-01-10,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POLK,AMERICAN CORDIALS & LIQUEUR,JIM BEAM BRANDS,85526,DEKUYPER BLUE CURACAO,750.0,5.25,4,31.52,3.0
INV-43575900092,2022-01-06,HY-VEE FOOD STORE #3 / WATERLOO,1422 FLAMMANG DR,WATERLOO,50702,BLACK HAWK,COCKTAILS /RTD,proximo,58872,jose cuervo authentic light lime margarita,1750.0,8.74,6,78.66,10.5
INV-43597800047,2022-01-07,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302,LINN,CANADIAN WHISKIES,sazerac company  inc,11347,seagrams vo canadian whiskey,1000.0,6.63,6,59.7,6.0
INV-43541300091,2022-01-05,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,JOHNSON,CANADIAN WHISKIES,SAZERAC COMPANY  INC,12408,CANADIAN LTD WHISKY,,9.14,6,82.26,10.5
INV-43555700164,2022-01-05,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,AMERICAN CORDIALS & LIQUEUR,luxco inc,79966,arrow creme de almond,750.0,4.74,6,42.66,4.5
INV-43646300037,2022-01-10,HY-VEE #4 / DAVENPORT,4064 E 53RD ST,DAVENPORT,52807,SCOTT,AMERICAN VODKAS,E & J GALLO WINERY,36971,NEW AMSTERDAM 80PRF,1750.0,14.0,6,126.0,10.5
INV-43576700083,2022-01-06,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,AMERICAN VODKAS,mccormick distilling co.,36887,mccormick 80prf vodka,1000.0,4.13,5,31.0,5.0
INV-43543900104,2022-01-05,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,100% AGAVE TEQUILA,heaven hill brands,88018,lunazul blanco,750.0,12.5,3,56.25,2.25
INV-43541200002,2022-01-05,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,JOHNSON,SINGLE MALT SCOTCH,MOET HENNESSY USA,4096,ARDBEG 10YR ISLAY,750.0,31.49,6,283.44,4.5
INV-43639100019,2022-01-10,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POLK,SINGLE MALT SCOTCH,EDRINGTON GROUP USA LLC,5555,MACALLAN DOUBLE CASK 12YR,750.0,34.99,3,157.47,2.25
